question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,1,easy
"The salt KCl is dissolved in a beaker. To an observer holding the beaker, the solution begins to feel colder as the KCl dissolves. From this observation, one could conclude that:",,difficult,"Dissolution is governed by enthalpy and entropy, which are related by the equation $\Delta G^{\circ}$ soln = $\Delta H^{\circ}$ soln - T$\Delta S^{\circ}$ soln. The cooling of the solution indicates that heat is used up in this bond-breaking reaction. In other words, dissolution is endothermic, and $\Delta $H is positive. The reaction is occurring spontaneously, so $\Delta $G must be negative. The only way that a positive $\Delta $H can result in a negative $\Delta $G is if entropy, $\Delta $S, is a large, positive value as in choice (A). Conceptually, that means that the only way the solid can dissolve is if the increase in entropy is great enough to overcome the increase in enthalpy. Choice (B) is incorrect because it is clearly stated in the question stem that KCl dissolves; further, all salts of Group 1 metals are soluble. Choice (C) is incorrect because $\Delta S^{\circ}$ soln must be positive for KCl to dissolve. Finally, choice (D) is incorrect because solute dissolution would cause the boiling point to elevate, not depress. It is also not a piece of evidence that could be found simply by observing the beaker's temperature change.",,65,$\DeltaS^{\circ} $ soln is large enough to overcome the unfavorable $\Delta H^{\circ}$ soln.,KCl is mostly insoluble in water,$\Delta S^{\circ}$  soln must be negative when KCl dissolves.,boiling point depression will occur in this solution,,,,,1,,,
1 molar solution of glucose in water contains weight of glucose:,,moderate,"To make a 1 Molar solution, you dissolve 1 mole of glucose into 1 litre of water. The molecular weight of glucose is 180.16 g/mol; therefore, 1 mole is 180.16 g. So, to make a 1 M solution, you would take 180.16 g and make up to 1 litre.",,65,$180 g/dm^3$,$170 g/dm^3$,$190 g/dm^3$,$195 g/dm^3$,,,,,1,,,
Water of crystallization can be removed by:,,moderate,Evaporation is the process by which water changes from a liquid to a gas or vapor. Evaporation is the primary pathway that water moves from the liquid state back into the water cycle as atmospheric water vapor,,65,Drying,Heating,Evaporation,All the above,,,,,2,,,
Which of the following will cause the greatest increase in the boiling point of water when it is dissolved in 1.00 kg $H_2O$?,,moderate,"The equation to determine the change in boiling point of a solution is as follows: $\DeltaT_b = iK_bm.m$ is the molality of the solution, and $K_b$ is the boiling point elevation constant. In this case, the solvent is always water, so $K_b$ will be the same for each solution. What we do need to know is how many particles dissociate from each of the original species. This is referred to as the can 't Hoff factor (i) and is multiplied by our molality to demonstrate a normality (the concentration of the species of interest—in this case, all particles). We'll use normality values to determine which will cause the greatest change in boiling point.

It looks like we need to decide between iron(III) nitrate and acetic acid. No more calculations are necessary because the fact that acetic acid is a weak acid tells us that only a few particles will dissociate into $H^+$ and acetate. Therefore, the normality of the acetic acid will be much closer to 1.09 than 2.18.",http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c8_Solutions/c8q22.PNG,65,0.46 mol calcium sulfate,0.54 mol iron (III) nitrate,1.09 mol acetic acid,1.11 mol sucrose,,,,,2,,,
"At sea level and $25^{\circ}$C, the solubility of oxygen gas in water is $1.25 \times 10^{-3}$ M. In Denver, a city in the United States that lies high above sea level, the atmospheric pressure is 0.800 atm. What is the solubility of oxygen in water in Denver?",,difficult,"The solubility of gases in liquids is directly proportional to the atmospheric pressure. This is called Henry's law. Even without the formula, we know there is a direct proportionality between partial pressure and solubility. Because 0.800 atm is $80\%$ of the pressure at sea level (1 atm), oxygen's solubility will be $80\% $of  $1.25 \times 10^{-3}$, which is $1.00 \times 10^{-3}$ M.",,65,$1.00 \times 10^{-3}$,$1.05 \times 10^{-3}$,$1.50 \times 10^{-3}$,$2.56 \times 10^{-3}$,,,,,1,,,
"A U-shaped tube is filled with water and then split into two sections by a membrane at the lowest part of the tube. The membrane is permeable to water but is impermeable to ions. 50g of salt are added to the left side of the tube and allowed to enter solution.
Which of the following would not result following the addition of salt?",,easy,"Osmotic pressure is defined as the tendency for water to diffuse into a solution via osmosis. Since the membrane is not permeable to ions, the salt ions are unable to cross the membrane and make the concentrations equal on both sides of the tube. Instead, water will flow to the side that has salt until the pressure in the tube with salt equals the forces of entropy. This will result in a higher level of water on the side of the tube with salt in it.",,65,The water will be higher on the side that has salt.,The concentrations of both sides will become equal as water flows through the membrane.,The osmotic pressure of the left side will be greater than the right side.,The forces of entropy and pressure will be equal when the solution is at equilibrium.,,,,,2,,,
"Lead is a toxic element that can cause many symptoms, including mental retardation in children. If a body of water is polluted with lead ions at 30 ppb (parts per billion), what is the concentration of lead expressed as molarity? (Note: The density of water is 1 g/mol  and ppb = grams per $10^9$ grams of solution)",,difficult,"30 ppb of \( \mathrm{Pb}^{2+} \) is equivalent to 30 grams of \( \mathrm{Pb}^{2+} \) in \( 10^{9} \) grams of solution; given the extremely low concentration of lead, we can assume the mass of the water is around \( 10^{9} \) grams, as well. From here, this is simply a dimensional analysis question. The units we want at the end are moles per liter (molarity), so we must covert from grams of lead to moles of lead and grams of water to liters of
water:
\[
\begin{array}{l}
\left.\left[\frac{30 \mathrm{g} \mathrm{Pb}^{2+}}{10^{9} \mathrm{g} \mathrm{H}_{2} \mathrm{O}}\right]\left[\frac{10^{3} \mathrm{g} \mathrm{H}_{2} \mathrm{O}}{1 \mathrm{L}}\right] \frac{1 \mathrm{mol} \mathrm{Pb}^{2+}}{207.2 \mathrm{g} \mathrm{Pb}^{2+}}\right] \approx \frac{3 \times 10^{4}}{2 \times 10^{11}} \\
=1.5 \times 10^{-7} \mathrm{M}
\end{array}
\]",,65,$1.4 \times 10^{-10} MPb^{2+}$,$1.4 \times 10^{-7} MPb^{2+}$,$6.2 \times 10^{-7} MPb^{2+}$,$6.2 \times 10^{-6} MPb^{2+}$,,,,,2,,,
Mixtures which distill over without change in composition called:,,easy,An azeotrope is a mixture of liquids that maintains its composition and boiling point during distillation. It is also known as an azeotropic mixture or constant boiling point mixture. Azeotropy occurs when a mixture is boiled to produce a vapor that has the same composition as the liquid,,65,Zero Mixture,Azeotropic mixture,Amphoteric mixture,Ideal Solution,,,,,2,,,
The determination of correct molecular weight from Raoult’s law is applicable to:,,easy,Raoult’s Law is a law stating that the vapor pressure of an ideal solution is proportional to the mole fraction of solvent.,,65,a volatile solute in dilute solution,a non-electrolyte & nonvolatile solute in concentrated solution,a non-electrolyte & nonvolatile solute in concentrated solute,nonvolatile solute in a dilute solution,,,,,4,,,
Boiling point elevations can be measured by:,,moderate,"The apparatus is refitted, and vapors of solvent are again led into it and the boiling point of solution is recorded in the same manner ($T_2$). The difference of two boiling points (i.e. $T_2 – T_1$) gives the $\Delta T_b$ i.e. elevation in boiling point. The volume of solution in the boiling tube is also recorded.",,65,Beckmanns method, Landsbergers method,Linds method,None of the above,,,,,1,,,
A saturated solution of cobalt (III) hydroxide ($K_{sp} = 1.6 \times 10^{-44}$) is added to a saturated solution of thallium (III) hydroxide ($K_{sp} = 6.3\times 10^{-46}$). What is likely to occur?,,difficult,"Thallium (III) hydroxide has a lower $K_{sp}$ value than cobalt (III) hydroxide. It is important to note that one can assume the molar solubility of thallium (III) hydroxide is lower than cobalt (III) hydroxide only because both salts have a formula $MX_3$ (one of one particle, three of another). When the solutions are mixed, [$OH^-$] is at saturation levels in the cobalt solution—which is higher than saturation levels in the thallium solution. Therefore, the ion product for thallium (III) hydroxide is higher than its solubility product constant, and the system will shift left to form solid thallium (III) hydroxide, which precipitates.",,65,Both cobalt (III) hydroxide and thallium (III) hydroxide remain stable in solution.,Some cobalt (III) hydroxide precipitates and thallium (III) hydroxide remains stable in solution.,Some thallium (III) hydroxide precipitates and cobalt (III) hydroxide remains stable in solution.,Some of both cobalt (III) hydroxide and thallium (III) hydroxide precipitate.,,,,,3,,,
Water molecules surrounds more around:,,moderate,"Due to the positive or negative charge of an ion, the water molecules with their partially positively charged hydrogen atoms or their partially negatively charged oxygen atom align themselves with the ion. The effect of the ion on the water molecules gradually decreases with distance.",,65,Positive ion,Negative Ion,A and B both,neutral atom,,,,,3,,,
The compounds in which water molecules are added are called:,,moderate,"Hydrates are inorganic salts ""containing water molecules combined in a definite ratio as an integral part of the crystal"" that are either bound to a metal center or that have crystallized with the metal complex. Such hydrates are also said to contain water of crystallization or water of hydration.",,65,Hydrated Ions,Double salt,Hydrates,Complexes,,,,,3,,,
Number of moles in one kilogram of solvent is called ,,easy,"Molality is a property of a solution and is defined as the number of moles of solute per kilogram of solvent. The SI unit for molality is mol/kg. A solution with a molality of 3 mol/kg is often described as “3 molal” or “3 m.” However, following the SI system of units, mol/kg or a related SI unit is now preferred.",,65,normality,molality,Molality,Mole fraction ,,,,,3,,,
"The following equilibrium exists when AgBr $K_{sp}=7.7 \times 10^{-13}$ is in solution:
\[
\operatorname{AgBr}(s) \leftarrow \rightarrow \mathrm{Ag}^{+}(aq)+\mathrm{Br}^{-}(aq)
\]
What is the solubility of AgBr in a solution of 0.0010 M NaBr?",,difficult,"The solubility of AgBr can be determined using the \( K_{\operatorname{sp}} \) value given in the equation. Some amount of AgBr will dissolve. If we call this amount \( x \), then there will be \( x \) amount of silver(l) formed and \( x \) amount of bromide-which is added to the \( 0.0010 M \) already present from \( \mathrm{NaBr} \)
\[
\begin{aligned}
\mathrm{AgBr} & \rightleftharpoons \mathrm{Ag}^{+}+\mathrm{Br}^{-} \\
K_{\mathrm{sp}} &=\left[\mathrm{Ag}^{+}\right]\left[\mathrm{Br}^{-}\right] \\
7.7 \times 10^{-13} &=(x)(0.0010 \mathrm{M}+x)
\end{aligned}
\]
Remember that \( x \) is always very small. Even though \( 0.0010 \mathrm{M} \) is also very small, it will still be much larger than the value of \( x \) on Test Day. Thus, the math can be simplified to: \( 7.7 \times 10^{-13}=(x)(0.001) \) Therefore, \( x, \) the molar solubility, is \( 7.7 \times 10^{-10}, \) which looks like choice $(C)$. However, the units are grams per liter, not molarity. Thus, we must multiply by the molar mass \( \left(187.8 \frac{\mathrm{g}}{\mathrm{mol}}\right) \)
\[
7.7 \times 10^{-10} \frac{\mathrm{mol}}{\mathrm{L}} \times 187.8 \frac{\mathrm{g}}{\mathrm{mol}} \approx 7.7 \times 10^{-10} \times 200=15.4 \times 10^{-8}=1.54 \times 10^{-7}
\]
which is close to choice (D).",,65,$7.7 \times 10^{-13} g/L$,$1.45 \times 10^{-12} g/L$,$7.7 \times 10^{-10} g/L$,$1.45 \times 10^{-7} g/L$,,,,,4,,,
Which of the following is an example of liquid in gas solution?,,easy,"Fog is a visible aerosol consisting of tiny water droplets or ice crystals suspended in the air at or near the Earth's surface. Fog can be considered a type of low-lying cloud, usually resembling stratus, and is heavily influenced by nearby bodies of water, topography, and wind conditions.",,65,dust particle in smoke,paints,fog,opals,,,,,3,,,
When common salt is dissolved in water,,easy,"Adding impurities to a solution, in most cases, increases the boiling point of the solution. This occurs because the presence of impurities decreases the number of water molecules available to become vaporized during boiling",,65,boiling point of water decreases,boiling point of water increases ,boiling point of water remains same ,none of the above,,,,,2,,,
